PLAYER;2010/11
Kobe Bryant;$24,806,250
Rashard Lewis;$19,573,711
Kevin Garnett;$18,800,000
Tim Duncan;$18,700,000
Michael Redd;$18,300,000
Andrei Kirilenko;$17,823,000
Pau Gasol;$17,823,000
Gilbert Arenas;$17,730,694
Yao Ming;$17,686,100
Zach Randolph;$17,666,666
Vince Carter;$17,300,000
Dirk Nowitzki;$17,278,618
Carmelo Anthony;$17,149,243
Dwight Howard;$16,647,180
Kenyon Martin;$16,545,454
Amare Stoudemire;$16,486,611
Joe Johnson;$16,324,500
Elton Brand;$15,959,099
Predrag Stojakovic;$15,532,320
Chris Paul;$14,940,153
Deron Williams;$14,940,152
Chris Bosh;$14,500,000
LeBron James;$14,500,000
Jason Richardson;$14,444,444
Carlos Boozer;$14,400,000
Dwyane Wade;$14,200,000
Paul Pierce;$13,876,321
Andrew Bynum;$13,700,000
Rudy Gay;$13,603,750
Brandon Roy;$13,520,500
Tony Parker;$13,500,000
Samuel Dalembert;$13,428,129
Antawn Jamison;$13,358,905
Nick Collison;$13,250,000
Chauncey Billups;$13,150,000
Al Jefferson;$13,000,000
Baron Davis;$13,000,000
Tyson Chandler;$12,600,000
Richard Hamilton;$12,500,000
Andre Iguodala;$12,345,250
Troy Murphy;$11,968,253
Manu Ginobili;$11,854,584
Chris Kaman;$11,800,000
Marcus Camby;$11,749,832
Josh Smith;$11,600,000
Eddy Curry;$11,530,592
Emeka Okafor;$11,495,000
Nen?;$11,360,000
Luol Deng;$11,345,000
LaMarcus Aldridge;$11,244,000
Tayshaun Prince;$11,148,760
Kevin Martin;$11,100,005
Andrew Bogut;$11,000,000
Monta Ellis;$11,000,000
Danny Granger;$10,973,202
David Lee;$10,800,000
Ben Gordon;$10,800,000
Jamal Crawford;$10,800,000
Jason Terry;$10,650,000
Mike Dunleavy;$10,561,984
Caron Butler;$10,561,960
Gerald Wallace;$10,500,000
Steve Nash;$10,310,938
Hidayet Turkoglu;$10,215,850
Ray Allen;$10,000,000
Mehmet Okur;$9,945,000
Corey Maggette;$9,600,000
Maurice Williams;$9,300,000
Rajon Rondo;$9,090,911
Jose Calderon;$9,000,000
Andris Biedrins;$9,000,000
Boris Diaw;$9,000,000
Kirk Hinrich;$9,000,000
Devin Harris;$8,981,000
Jason Kidd;$8,610,500
Andrea Bargnani;$8,500,000
TJ Ford;$8,500,000
Stephen Jackson;$8,453,250
Richard Jefferson;$8,400,000
David West;$8,287,500
Lamar Odom;$8,200,000
John Salmons;$8,000,000
Jameer Nelson;$7,800,000
Luis Scola;$7,775,378
Marko Jaric;$7,625,000
Paul Millsap;$7,600,000
Raymond Felton;$7,500,000
Joel Przybilla;$7,405,300
Shane Battier;$7,354,500
Shawn Marion;$7,305,500
Anderson Varejao;$7,281,818
Andre Miller;$7,269,264
JJ Redick;$7,250,000
Dan Gadzuric;$7,248,325
James Posey;$7,148,800
Leandro Barbosa;$7,100,000
Charlie Villanueva;$7,020,000
Travis Outlaw;$7,000,000
Brendan Haywood;$6,900,000
Nazr Mohammed;$6,883,800
Jared Jeffries;$6,883,800
Vladimir Radmanovic;$6,883,800
Andres Nocioni;$6,850,000
Greg Oden;$6,760,524
JR Smith;$6,757,851
Marvin Williams;$6,712,500
Morris Peterson;$6,665,000
Jeff Foster;$6,655,000
Jason Kapono;$6,641,440
Tyrus Thomas;$6,611,570
Josh Childress;$6,500,000
Beno Udrih;$6,478,600
DeSagana Diop;$6,478,600
Marcin Gortat;$6,322,320
Trevor Ariza;$6,322,320
Metta World Peace;$6,322,320
Rasheed Wallace;$6,322,320
Kevin Durant;$6,053,663
Andray Blatche;$5,900,000
Wesley Matthews;$5,765,000
Al Harrington;$5,765,000
Jermaine O'Neal;$5,765,000
Drew Gooden;$5,760,000
Kyle Lowry;$5,750,000
Mike Bibby;$5,564,767
Derrick Rose;$5,546,160
Nenad Krstic;$5,543,116
Francisco Garcia;$5,500,000
Jamaal Tinsley;$5,500,000
Sasha Vujacic;$5,475,113
Al Horford;$5,444,857
Blake Griffin;$5,357,280
Mickael Pietrus;$5,300,000
Luke Walton;$5,260,000
Channing Frye;$5,200,000
John Wall;$5,144,280
Reggie Evans;$5,080,000
Amir Johnson;$5,000,000
Louis Williams;$5,000,000
Mike Miller;$5,000,000
Jason Maxiell;$5,000,000
Kyle Korver;$5,000,000
Linas Kleiza;$4,995,000
Michael Beasley;$4,962,240
Mike Conley;$4,913,007
Antonio McDyess;$4,860,000
Marcus Banks;$4,847,586
Darius Songaila;$4,818,000
Martell Webster;$4,800,000
Hasheem Thabeet;$4,793,280
Ronnie Brewer;$4,790,000
Kendrick Perkins;$4,640,208
Evan Turner;$4,602,720
Jarrett Jack;$4,600,000
Chris Andersen;$4,533,300
OJ Mayo;$4,456,200
Jeff Green;$4,455,988
Charlie Bell;$4,447,792
Brad Miller;$4,400,000
Darko Milicic;$4,325,000
James Harden;$4,304,520
Matt Carroll;$4,300,000
Zaza Pachulia;$4,251,250
Hakim Warrick;$4,250,000
Randy Foye;$4,250,000
Nate Robinson;$4,200,000
DeShawn Stevenson;$4,151,786
Derrick Favors;$4,133,280
Yi Jianlian;$4,050,499
Russell Westbrook;$4,017,720
Daniel Gibson;$4,015,334
Brandon Bass;$4,000,000
Ronny Turiaf;$4,000,000
Luke Ridnour;$4,000,000
Nikola Pekovic;$4,000,000
Steve Blake;$4,000,000
Ryan Gomes;$4,000,000
Anthony Morrow;$4,000,000
Willie Green;$3,976,000
Ramon Sessions;$3,964,320
Tyreke Evans;$3,880,920
Jordan Farmar;$3,750,000
Wesley Johnson;$3,726,600
Corey Brewer;$3,703,472
CJ Miles;$3,700,000
Derek Fisher;$3,700,000
Kevin Love;$3,638,280
Timofey Mozgov;$3,567,096
Chris Duhon;$3,500,000
Carlos Delfino;$3,500,000
Udonis Haslem;$3,500,000
Dorell Wright;$3,500,000
Shaun Livingston;$3,500,000
Marc Gasol;$3,480,000
Tiago Splitter;$3,400,000
Brandan Wright;$3,398,072
DeMarcus Cousins;$3,374,640
Grant Hill;$3,324,000
Danilo Gallinari;$3,304,560
Kelenna Azubuike;$3,300,000
Joel Anthony;$3,300,000
Glen Davis;$3,300,000
Thabo Sefolosha;$3,250,000
Will Bynum;$3,250,000
Johan Petro;$3,250,000
Kris Humphries;$3,200,000
Jonny Flynn;$3,192,000
Joakim Noah;$3,128,536
CJ Watson;$3,100,000
Ekpe Udoh;$3,065,040
Eric Gordon;$3,016,680
Josh Howard;$3,000,000
Raja Bell;$3,000,000
Matt Bonner;$3,000,000
Carl Landry;$3,000,000
Tony Allen;$3,000,000
Jamario Moon;$3,000,000
Chris Wilcox;$3,000,000
Eduardo Najera;$3,000,000
Spencer Hawes;$2,974,320
Stephen Curry;$2,913,840
Thaddeus Young;$2,901,241
Julian Wright;$2,858,057
Anthony Parker;$2,855,700
Al Thornton;$2,814,196
Greg Monroe;$2,798,040
Rodney Stuckey;$2,767,126
Sebastian Telfair;$2,700,000
Jordan Hill;$2,669,520
Nick Young;$2,630,503
Al-Farouq Aminu;$2,563,320
DJ Augustin;$2,540,400
Maurice Evans;$2,500,000
David Andersen;$2,500,000
Dahntay Jones;$2,500,000
Marquis Daniels;$2,470,000
DeMar DeRozan;$2,453,880
Brook Lopez;$2,413,320
Rasual Butler;$2,400,000
Marco Belinelli;$2,380,270
Gordon Hayward;$2,356,320
Ryan Hollins;$2,333,333
Brandon Jennings;$2,331,120
Ersan Ilyasova;$2,320,500
Craig Smith;$2,300,000
Jerryd Bayless;$2,292,600
Quentin Richardson;$2,265,000
Paul George;$2,238,360
Louis Amundson;$2,225,000
Terrence Williams;$2,214,480
Anthony Tolliver;$2,200,000
Shannon Brown;$2,200,000
Jason Smith;$2,187,913
Jason Thompson;$2,178,000
Daequan Cook;$2,169,857
Jared Dudley;$2,151,068
Wilson Chandler;$2,130,482
Cole Aldrich;$2,126,520
Gerald Henderson;$2,103,840
Ben Wallace;$2,080,000
Brandon Rush;$2,069,049
Xavier Henry;$2,020,200
Aaron Brooks;$2,016,692
Keyon Dooling;$2,000,000
Tyler Hansbrough;$1,998,600
Chuck Hayes;$1,972,500
Goran Dragic;$1,972,000
Anthony Randolph;$1,965,720
Arron Afflalo;$1,959,577
Ed Davis;$1,919,160
Earl Clark;$1,898,760
Jason Williams;$1,877,145
Robin Lopez;$1,867,320
Patrick Patterson;$1,823,280
Jose Juan Barea;$1,815,000
Austin Daye;$1,803,720
Marreese Speights;$1,773,960
Matt Barnes;$1,765,000
Larry Sanders;$1,731,960
Omer Asik;$1,721,000
James Johnson;$1,713,600
Roy Hibbert;$1,685,280
Renaldo Balkman;$1,675,000
Luke Babbitt;$1,645,440
Jrue Holiday;$1,627,920
JaVale McGee;$1,601,040
Hamed Haddadi;$1,600,000
Keith Bogans;$1,600,000
Kevin Seraphin;$1,563,120
Ty Lawson;$1,546,560
JJ Hickson;$1,528,920
Solomon Jones;$1,500,000
Eric Bledsoe;$1,485,000
Jeff Teague;$1,476,840
Alexis Ajinca;$1,467,840
Avery Bradley;$1,418,160
Eric Maynor;$1,417,800
Ryan Anderson;$1,409,040
Courtney Lee;$1,409,040
Roger Mason;$1,400,000
Ronnie Price;$1,380,000
James Anderson;$1,361,400
Darren Collison;$1,361,040
Kosta Koufos;$1,352,640
Tony Battie;$1,352,181
Anthony Carter;$1,352,181
Earl Boykins;$1,352,181
Eddie House;$1,352,181
Juwan Howard;$1,352,181
Zydrunas Ilgauskas;$1,352,181
Joe Smith;$1,352,181
Theo Ratliff;$1,352,181
Tracy McGrady;$1,352,181
Brian Cardinal;$1,352,181
Kurt Thomas;$1,352,181
Shaquille O'Neal;$1,352,181
Jason Collins;$1,352,181
Craig Brackins;$1,306,920
Sean Marks;$1,264,687
Elliot Williams;$1,254,720
Omri Casspi;$1,254,480
Rudy Fernandez;$1,246,680
Earl Watson;$1,229,255
Malik Allen;$1,229,255
Jamaal Magloire;$1,229,255
Brian Scalabrine;$1,229,255
Kwame Brown;$1,229,255
Carlos Arroyo;$1,223,166
Melvin Ely;$1,223,166
Etan Thomas;$1,223,166
Trevor Booker;$1,204,560
BJ Mullens;$1,204,200
Serge Ibaka;$1,204,200
Royal Ivey;$1,200,000
Nicolas Batum;$1,196,760
George Hill;$1,157,160
Damion James;$1,156,320
Rodrigue Beaubois;$1,156,080
Francisco Elson;$1,146,337
Brian Cook;$1,146,337
Quinton Ross;$1,146,337
Erick Dampier;$1,129,469
Darrell Arthur;$1,123,680
Taj Gibson;$1,117,680
Donte Greene;$1,116,840
Dominique Jones;$1,110,120
DJ White;$1,108,680
Kyrylo Fesenko;$1,087,500
DeMarre Carroll;$1,085,400
Wayne Ellington;$1,078,800
Quincy Pondexter;$1,073,280
Toney Douglas;$1,071,000
Josh Powell;$1,069,609
Didier Ilunga-Mbenga;$1,069,509
James Jones;$1,069,509
Delonte West;$1,069,509
Jordan Crawford;$1,042,320
Greivis Vasquez;$1,035,960
Aaron Gray;$1,028,840
Daniel Orton;$1,028,400
Lazar Hayward;$1,020,960
Christian Eyenga;$1,020,960
Jon Brockman;$1,000,000
Antoine Wright;$992,680
Luther Head;$992,680
Fabricio Oberto;$992,680
Joey Graham;$992,680
Stephen Graham;$992,680
Hilton Armstrong;$992,680
Patrick Mills;$937,195
DeJuan Blair;$918,000
Shelden Williams;$915,852
Leon Powe;$915,852
Von Wafer;$915,852
Sam Young;$886,000
Shawne Williams;$885,210
Josh McRoberts;$885,120
Dominic McGuire;$884,120
Chris Quinn;$861,978
Acie Law;$859,087
Cartier Martin;$854,389
Joey Dorsey;$854,389
Sonny Weems;$854,389
Darnell Jackson;$854,389
Henry Walker;$854,389
Chris Douglas-Roberts;$854,389
Luc Mbah a Moute;$854,389
Mario Chalmers;$854,389
DeAndre Jordan;$854,389
Jermaine Taylor;$780,871
Chase Budinger;$780,871
Solomon Alabi;$770,000
Ian Mahinmi;$762,196
Marcus Thornton;$762,195
Jodie Meeks;$762,195
AJ Price;$762,195
Reggie Williams;$762,195
Jonas Jerebko;$762,195
DaJuan Summers;$762,195
Derrick Brown;$762,195
Dante Cunningham;$762,195
Lance Stephenson;$750,000
Damien Wilkins;$748,656
Steve Novak;$734,945
Hassan Whiteside;$730,437
Alonzo Gee;$681,492
Rodney Carney;$651,872
Jarron Collins;$643,551
Ike Diogu;$608,772
Andy Rautins;$600,000
Gary Neal;$525,000
Willie Warren;$500,000
Samardo Samuels;$500,000
Garret Siler;$473,640
Gani Lawal;$473,640
Hamady N'Diaye;$473,604
Jeremy Evans;$473,604
Pooh Jeter;$473,604
Armon Johnson;$473,604
Landry Fields;$473,604
Da'Sean Butler;$473,604
Dexter Pittman;$473,604
Patrick Beverley;$473,604
Ishmael Smith;$473,604
Derrick Caracter;$473,604
Devin Ebanks;$473,604
Jeremy Lin;$473,604
Terrico White;$473,604
Gary Forbes;$473,604
Manny Harris;$473,604
Luke Harangody;$473,604
Semih Erden;$473,604
Sherron Collins;$473,604
Ben Uzoh;$473,604
Pape Sy;$473,604
Pops Mensah-Bonsu;$364,461
Jeff Adrien;$342,666
Sundiata Gaines;$327,296
Jawad Williams;$321,652
Brian Skinner;$270,436
Ime Udoka;$264,232
Zabian Dowdell;$242,374
Jerry Stackhouse;$222,712
John Lucas;$208,264
Aleksandar Pavlovic;$202,295
Lester Hudson;$192,791
Earl Barron;$188,558
Garrett Temple;$170,373
Chris Johnson;$164,368
Darington Hobson;$103,078
Danny Green;$94,154
Joe Alexander;$90,465
Mustafa Shakur;$89,670
Trey Johnson;$89,670
Maurice Ager;$83,305
Bobby Simmons;$71,951
Matt Janning;$58,504
Ronald Dupree;$58,393
Larry Owens;$55,718
