,ID,player
0,abdulma02,Mahmoud Abdul-Rauf
1,abdulta01,Tariq Abdul-Wahad
2,abdursh01,Shareef Abdur-Rahim
3,alexaco01,Cory Alexander
4,alexaco02,Courtney Alexander
5,allenra02,Ray Allen*
6,alstora01,Rafer Alston
7,amaecjo01,John Amaechi
8,anderde01,Derek Anderson
9,anderke01,Kenny Anderson
10,anderni01,Nick Anderson
11,andersh01,Shandon Anderson
12,anthogr01,Greg Anthony
13,armstda01,Darrell Armstrong
14,atkinch01,Chucky Atkins
15,augmost01,Stacey Augmon
16,austiis01,Isaac Austin
17,averywi01,William Avery
18,bagarda01,Dalibor Bagarić
19,bakervi01,Vin Baker
20,barkler01,Erick Barkley
21,barroda01,Dana Barros
22,barrybr01,Brent Barry
23,barryjo01,Jon Barry
24,battito01,Tony Battie
25,bellra01,Raja Bell
26,bendejo01,Jonathan Bender
27,benjaco01,Corey Benjamin
28,benoida01,David Benoit
29,besttr01,Travis Best
30,bibbymi01,Mike Bibby
31,billuch01,Chauncey Billups
32,blaylmo01,Mookie Blaylock
33,blounco01,Corie Blount
34,blounma01,Mark Blount
35,boguemu01,Muggsy Bogues
36,bohanet01,Etdrick Bohannon
37,boothca01,Calvin Booth
38,bowdlca01,Cal Bowdler
39,bowenbr01,Bruce Bowen
40,bowenry01,Ryan Bowen
41,bowmair01,Ira Bowman
42,boykiea01,Earl Boykins
43,bradlsh01,Shawn Bradley
44,brandel01,Elton Brand
45,brandte01,Terrell Brandon
46,brownch01,Chucky Brown
47,brownde01,Dee Brown
48,brownpj01,P.J. Brown
49,brownra02,Randy Brown
50,brunsri01,Rick Brunson
51,bryanko01,Kobe Bryant*
52,bryanma01,Mark Bryant
53,buckngr01,Greg Buckner
54,buechju01,Jud Buechler
55,buforro01,Rodney Buford
56,bullama01,Matt Bullard
57,burresc01,Scott Burrell
58,caffeja01,Jason Caffey
59,cambyma01,Marcus Camby
60,campbel01,Elden Campbell
61,cardibr01,Brian Cardinal
62,carrch01,Chris Carr
63,cartean01,Anthony Carter
64,cartevi01,Vince Carter
65,cassesa01,Sam Cassell
66,catoke01,Kelvin Cato
67,causwdu01,Duane Causwell
68,cebalce01,Cedric Ceballos
69,cheanca01,Calbert Cheaney
70,childch01,Chris Childs
71,chrisdo01,Doug Christie
72,clarkke01,Keon Clark
73,cleavma01,Mateen Cleaves
74,cokerjo01,John Coker
75,colemde01,Derrick Coleman
76,colesbi01,Bimbo Coles
77,collija02,Jason Collier
78,colsose01,Sean Colson
79,corbity01,Tyrone Corbin
80,crawfch01,Chris Crawford
81,crawfja01,Jamal Crawford
82,croshau01,Austin Croshere
83,crottjo01,John Crotty
84,cummivo01,Vonteego Cummings
85,curlebi01,Bill Curley
86,curryde01,Dell Curry
87,currymi01,Michael Curry
88,dampier01,Erick Dampier
89,daniean01,Antonio Daniels
90,davidko01,Kornél Dávid
91,davisan01,Antonio Davis
92,davisba01,Baron Davis
93,davisda01,Dale Davis
94,davisem01,Emanual Davis
95,davishu01,Hubert Davis
96,davisri01,Ricky Davis
97,daviste01,Terry Davis
98,dayto01,Todd Day
99,declean01,Andrew DeClercq
100,delnevi01,Vinny Del Negro
101,delkto01,Tony Delk
102,dialde01,Derrick Dial
103,dickemi01,Michael Dickerson
104,divacvl01,Vlade Divac*
105,doleami01,Michael Doleac
106,doolike01,Keyon Dooling
107,douglsh01,Sherman Douglas
108,drewbr01,Bryce Drew
109,dudlech02,Chris Dudley
110,duncati01,Tim Duncan*
111,edneyty01,Tyus Edney
112,edwarke01,Kevin Edwards
113,eisleho01,Howard Eisley
114,ekeziob01,Obinna Ekezie
115,elamikh01,Khalid El-Amin
116,eliema01,Mario Elie
117,elliose01,Sean Elliott
118,ellisla01,LaPhonso Ellis
119,ellispe01,Pervis Ellison
120,eschmev01,Evan Eschmeyer
121,ewingpa01,Patrick Ewing*
122,feickja01,Jamie Feick
123,ferryda01,Danny Ferry
124,finlemi01,Michael Finley
125,fishede01,Derek Fisher
126,fizerma01,Marcus Fizer
127,fortsda01,Danny Fortson
128,fostegr01,Greg Foster
129,fosteje01,Jeff Foster
130,foxri01,Rick Fox
131,foylead01,Adonal Foyle
132,francst01,Steve Francis
133,fulleto02,Todd Fuller
134,fundela01,Lawrence Funderburke
135,garceru01,Rubén Garcés
136,garnech01,Chris Garner
137,garneke01,Kevin Garnett*
138,garrede01,Dean Garrett
139,garripa01,Pat Garrity
140,gatlich01,Chris Gatling
141,geigema01,Matt Geiger
142,georgde01,Devean George
143,gilled01,Eddie Gill
144,gillke01,Kendall Gill
145,glovedi01,Dion Glover
146,goldwan01,Anthony Goldwire
147,goodrst01,Steve Goodrich
148,grantbr01,Brian Grant
149,grantga01,Gary Grant
150,grantho01,Horace Grant
151,greenac01,A.C. Green
152,griffad01,Adrian Griffin
153,guglito01,Tom Gugliotta
154,guytoaj01,A.J. Guyton
155,hamda01,Darvin Ham
156,hamilri01,Richard Hamilton
157,hamilze01,Zendon Hamilton
158,hammoto01,Tom Hammonds
159,hardaan01,Anfernee Hardaway
160,hardati01,Tim Hardaway*
161,harpero01,Ron Harper
162,harprma01,Matt Harpring
163,harrial01,Al Harrington
164,harriot01,Othella Harrington
165,harrilu01,Lucious Harris
166,hartja01,Jason Hart
167,harvean01,Antonio Harvey
168,harvedo01,Donnell Harvey
169,hawkihe01,Hersey Hawkins
170,hawkimi01,Michael Hawkins
171,hendeal01,Alan Henderson
172,hendece02,Cedric Henderson
173,herrech01,Chris Herren
174,hillgr01,Grant Hill*
175,hillty01,Tyrone Hill
176,hoibefr01,Fred Hoiberg
177,horryro01,Robert Horry
178,houseed01,Eddie House
179,houstal01,Allan Houston
180,howarju01,Juwan Howard
181,hudsotr01,Troy Hudson
182,hughela01,Larry Hughes
183,hunteli01,Lindsey Hunter
184,ilgauzy01,Zydrunas Ilgauskas
185,iversal01,Allen Iverson*
186,jacksbo01,Bobby Jackson
187,jacksja01,Jaren Jackson
188,jacksji01,Jim Jackson
189,jacksma02,Marc Jackson
190,jacksma01,Mark Jackson
191,jacksst02,Stephen Jackson
192,jacobsa01,Sam Jacobson
193,jamesti01,Tim James
194,jamisan01,Antawn Jamison
195,johnsan02,Anthony Johnson
196,johnsav01,Avery Johnson
197,johnsde03,DerMarr Johnson
198,johnser02,Ervin Johnson
199,johnsla02,Larry Johnson
200,jonesda01,Damon Jones
201,jonesed02,Eddie Jones
202,jonesju01,Jumaine Jones
203,jonespo01,Popeye Jones
204,josepga01,Garth Joseph
205,keefead01,Adam Keefe
206,kempsh01,Shawn Kemp
207,kerrst01,Steve Kerr
208,kerseje01,Jerome Kersey
209,ketnela01,Lari Ketner
210,kiddja01,Jason Kidd*
211,kingge02,Gerard King
212,knighbr01,Brevin Knight
213,knightr01,Travis Knight
214,kukocto01,Toni Kukoč*
215,laettch01,Christian Laettner
216,lafrera01,Raef LaFrentz
217,langdtr01,Trajan Langdon
218,langhda01,Dan Langhi
219,lenarvo01,Voshon Lenard
220,lewisqu01,Quincy Lewis
221,lewisra02,Rashard Lewis
222,livinra01,Randy Livingston
223,longar01,Art Long
224,longgr01,Grant Long
225,longllu01,Luc Longley
226,lopezfe01,Felipe López
227,luety01,Tyronn Lue
228,lynchge01,George Lynch
229,maccuto01,Todd MacCulloch
230,macledo01,Don MacLean
231,madsema01,Mark Madsen
232,maggeco01,Corey Maggette
233,magloja01,Jamaal Magloire
234,majerda01,Dan Majerle
235,malonka01,Karl Malone*
236,malonma01,Matt Maloney
237,mannida01,Danny Manning
238,marbust01,Stephon Marbury
239,mariosh01,Shawn Marion
240,marshdo01,Donyell Marshall
241,martida01,Darrick Martin
242,martike01,Kenyon Martin
243,mashbja01,Jamal Mashburn
244,masonan01,Anthony Mason
245,masonde01,Desmond Mason
246,masseto01,Tony Massenburg
247,maxweve01,Vernon Maxwell
248,mccarwa01,Walter McCarty
249,mcclida01,Dan McClintock
250,mccloge01,George McCloud
251,mccoyje01,Jelani McCoy
252,mcdyean01,Antonio McDyess
253,mcgratr01,Tracy McGrady*
254,mcilvji01,Jim McIlvaine
255,mcinnje01,Jeff McInnis
256,mckeyde01,Derrick McKey
257,mckieaa01,Aaron McKie
258,mcleoro01,Roshown McLeod
259,mcphepa01,Paul McPherson
260,medvest01,Stanislav Medvedenko
261,mercero01,Ron Mercer
262,mihmch01,Chris Mihm
263,milesda01,Darius Miles
264,millean02,Andre Miller
265,millean01,Anthony Miller
266,millebr01,Brad Miller
267,millemi01,Mike Miller
268,millere01,Reggie Miller*
269,millsch01,Chris Mills
270,millste01,Terry Mills
271,mitchsa01,Sam Mitchell
272,moblecu01,Cuttino Mobley
273,mohamna01,Nazr Mohammed
274,moisoje01,Jérôme Moïso
275,montrer01,Eric Montross
276,mooremi01,Mikki Moore
277,mottoha01,Hanno Möttölä
278,mournal01,Alonzo Mourning*
279,mullich01,Chris Mullin*
280,murrala01,Lamond Murray
281,murratr01,Tracy Murray
282,mutomdi01,Dikembe Mutombo*
283,ndiayma02,Mamadou N'Diaye
284,nailole01,Lee Nailon
285,najered01,Eduardo Nájera
286,nashst01,Steve Nash*
287,nesbyty01,Tyrone Nesby
288,nestera01,Rasho Nesterović
289,newblir01,Ira Newble
290,newmajo01,Johnny Newman
291,norrimo01,Moochie Norris
292,nowitdi01,Dirk Nowitzki
293,onealje01,Jermaine O'Neal
294,onealsh01,Shaquille O'Neal*
295,oaklech01,Charles Oakley
296,odomla01,Lamar Odom
297,olajuha01,Hakeem Olajuwon*
298,ollieke01,Kevin Ollie
299,olowomi01,Michael Olowokandi
300,ostergr01,Greg Ostertag
301,outlabo01,Bo Outlaw
302,overtdo01,Doug Overton
303,owensbi01,Billy Owens
304,oyedeol01,Olumide Oyedeji
305,packro01,Robert Pack
306,padgesc01,Scott Padgett
307,palacmi01,Milt Palacio
308,pankoan01,Andy Panko
309,parksch02,Cherokee Parks
310,patteru01,Ruben Patterson
311,paytoga01,Gary Payton*
312,peelean01,Anthony Peeler
313,penbemi01,Mike Penberthy
314,perduwi01,Will Perdue
315,perkisa01,Sam Perkins
316,perryel01,Elliot Perry
317,persowe01,Wesley Person
318,petermo01,Morris Peterson
319,piatker01,Eric Piatkowski
320,piercpa01,Paul Pierce*
321,pippesc01,Scottie Pippen*
322,pollasc01,Scot Pollard
323,polynol01,Olden Polynice
324,popema01,Mark Pope
325,portech01,Chris Porter
326,portete01,Terry Porter
327,poseyja01,James Posey
328,postela01,Lavor Postell
329,potapvi01,Vitaly Potapenko
330,pricebr01,Brent Price
331,profila01,Laron Profit
332,przybjo01,Joel Przybilla
333,ratlith01,Theo Ratliff
334,recasel01,Eldridge Recasner
335,reddmi01,Michael Redd
336,reevebr01,Bryant Reeves
337,reiddo01,Don Reid
338,reidjr01,J.R. Reid
339,ricegl01,Glen Rice
340,richaqu01,Quentin Richardson
341,richmmi01,Mitch Richmond*
342,rideris01,Isaiah Rider
343,roberte01,Terrance Roberson
344,robincl02,Clifford Robinson
345,robinda01,David Robinson*
346,robined01,Eddie Robinson
347,robingl01,Glenn Robinson
348,robinja03,Jamal Robinson
349,robinja02,James Robinson
350,robinla01,Larry Robinson
351,rogerca01,Carlos Rogers
352,rogerro01,Rodney Rogers
353,rooksse01,Sean Rooks
354,roseja01,Jalen Rose
355,rosema01,Malik Rose
356,ruffimi01,Michael Ruffin
357,russebr01,Bryon Russell
358,sabonar01,Arvydas Sabonis*
359,samakso01,Soumaila Samake
360,sanchpe01,Pepe Sánchez
361,santida01,Daniel Santiago
362,schrede01,Detlef Schrempf
363,scottsh01,Shawnelle Scott
364,shawbr01,Brian Shaw
365,skinnbr01,Brian Skinner
366,slatere01,Reggie Slater
367,smithja01,Jabari Smith
368,smithjo02,Joe Smith
369,smithmi02,Michael Smith
370,smithmi03,Mike Smith
371,smithst01,Steve Smith
372,smithto02,Tony Smith
373,snower01,Eric Snow
374,spencfe01,Felton Spencer
375,sprewla01,Latrell Sprewell
376,stackje01,Jerry Stackhouse
377,starkjo01,John Starks
378,stepavl01,Vladimir Stepania
379,stevede01,DeShawn Stevenson
380,stewami01,Michael Stewart
381,stithbr01,Bryant Stith
382,stockjo01,John Stockton*
383,stojape01,Peja Stojaković
384,stoudda01,Damon Stoudamire
385,stricer01,Erick Strickland
386,stricma01,Mark Strickland
387,stricro02,Rod Strickland
388,stronde01,Derek Strong
389,sundobr01,Bruno Šundov
390,surabo01,Bob Sura
391,swiftst01,Stromile Swift
392,szczewa02,Wally Szczerbiak
393,tabakza01,Žan Tabak
394,tarladr01,Dragan Tarlać
395,tayloma01,Maurice Taylor
396,terryja01,Jason Terry
397,thomaja01,Jamel Thomas
398,thomake01,Kenny Thomas
399,thomaku01,Kurt Thomas
400,thomati01,Tim Thomas
401,thorpot01,Otis Thorpe
402,traylro01,Robert Traylor
403,trentga01,Gary Trent
404,tsakaja01,Jake Tsakalidis
405,turkohe01,Hedo Türkoğlu
406,vanexni01,Nick Van Exel
407,vanhoke01,Keith Van Horn
408,vanteda01,David Vanterpool
409,vaughja01,Jacque Vaughn
410,vaughlo01,Loy Vaught
411,voskuja01,Jake Voskuhl
412,walkean02,Antoine Walker
413,walkesa01,Samaki Walker
414,wallabe01,Ben Wallace*
415,wallajo01,John Wallace
416,wallara01,Rasheed Wallace
417,wardch01,Charlie Ward
418,weathcl01,Clarence Weatherspoon
419,webbech01,Chris Webber*
420,wellsbo01,Bonzi Wells
421,wesleda01,David Wesley
422,westdo01,Doug West
423,whiteja01,Jahidi White
424,whitnch01,Chris Whitney
425,williaa01,Aaron Williams
426,willial02,Alvin Williams
427,willier01,Eric Williams
428,willija02,Jason Williams
429,willije01,Jerome Williams
430,willimo01,Monty Williams
431,willisc01,Scott Williams
432,willish01,Shammond Williams
433,williwa02,Walt Williams
434,willico02,Corliss Williamson
435,willike02,Kevin Willis
436,wingada01,David Wingate
437,wolkoru01,Rubén Wolkowyski
438,artesro01,Metta World Peace
439,wrighlo02,Lorenzen Wright
440,zhizhwa01,Wang Zhizhi
441,alexavi01,Victor Alexander
442,allenma01,Malik Allen
443,anderch01,Chris Andersen
444,arenagi01,Gilbert Arenas
445,armstbr01,Brandon Armstrong
446,arroyca01,Carlos Arroyo
447,bateeme01,Mengke Bateer
448,battish01,Shane Battier
449,bellch01,Charlie Bell
450,boumtru01,Ruben Boumtje-Boumtje
451,bradlmi01,Michael Bradley
452,breweja01,Jamison Brewer
453,brezepr01,Primož Brezec
454,brownda02,Damone Brown
455,browner01,Ernest Brown
456,brownke01,Kedrick Brown
457,brownkw01,Kwame Brown
458,brownti01,Tierre Brown
459,butlemi02,Mitchell Butler
460,chandty01,Tyson Chandler
461,claxtsp01,Speedy Claxton
462,collija03,Jarron Collins
463,collija04,Jason Collins
464,crispjo01,Joe Crispin
465,curryed01,Eddy Curry
466,dalemsa01,Samuel Dalembert
467,diopde01,DeSagana Diop
468,drobnpr01,Predrag Drobnjak
469,evansma01,Maurice Evans
470,fontais01,Isaac Fontaine
471,fordal02,Alton Ford
472,fortejo01,Joseph Forte
473,fotsian01,Antonis Fotsis
474,fowlktr01,Tremaine Fowlkes
475,gasolpa01,Pau Gasol
476,griffed01,Eddie Griffin
477,hamilta01,Tang Hamilton
478,hassetr01,Trenton Hassell
479,hastoki01,Kirk Haston
480,haywobr01,Brendan Haywood
481,huntest01,Steven Hunter
482,jacksje01,Jermaine Jackson
483,jamesje01,Jerome James
484,jamesmi01,Mike James
485,jamisha01,Harold Jamison
486,jefferi01,Richard Jefferson
487,johnsjo02,Joe Johnson
488,jonesal01,Alvin Jones
489,jordami01,Michael Jordan*
490,kirilan01,Andrei Kirilenko
491,kittlke01,Kerry Kittles
492,larueru01,Rusty LaRue
493,macksa01,Sam Mack
494,marksse01,Sean Marks
495,marshdo02,Donny Marshall
496,mccasam01,Amal McCaskill
497,morrite01,Terence Morris
498,murphtr01,Troy Murphy
499,olivede01,Dean Oliver
500,parketo01,Tony Parker
501,radmavl01,Vladimir Radmanović
502,randoza01,Zach Randolph
503,rebraze01,Željko Rebrača
504,richaja01,Jason Richardson
505,richano01,Norm Richardson
506,sasseje01,Jeryl Sasser
507,satteke01,Kenny Satterfield
508,scalabr01,Brian Scalabrine
509,sesayan01,Ansu Sesay
510,simmobo01,Bobby Simmons
511,simpkdi01,Dickey Simpkins
512,smithch04,Charles Smith
513,smithle01,Leon Smith
514,solomwi01,Will Solomon
515,thomaet01,Etan Thomas
516,tinslja01,Jamaal Tinsley
517,torreos01,Óscar Torres
518,trepaje01,Jeff Trepagnier
519,vardara01,Ratko Varda
520,wallage01,Gerald Wallace
521,watsoea01,Earl Watson
522,whitero02,Rodney White
523,woodslo01,Loren Woods
524,archiro01,Robert Archibald
525,bastoma01,Maceo Baston
526,batismi01,Mike Batiste
527,baxtelo01,Lonny Baxter
528,boozeca01,Carlos Boozer
529,bremejr01,J.R. Bremer
530,brownde02,Devin Brown
531,burkepa01,Pat Burke
532,butleca01,Caron Butler
533,butlera01,Rasual Butler
534,dickada01,Dan Dickau
535,dixonju01,Juan Dixon
536,dunlemi02,Mike Dunleavy
537,elyme01,Melvin Ely
538,evansre01,Reggie Evans
539,gadzuda01,Dan Gadzuric
540,ginobma01,Manu Ginóbili*
541,giricgo01,Gordan Giriček
542,goodedr01,Drew Gooden
543,haislma01,Marcus Haislip
544,harriad01,Adam Harrington
545,harriju01,Junior Harrington
546,hawkiju01,Juaquin Hawkins
547,hilarne01,Nenê
548,huffmna01,Nate Huffman
549,humphry01,Ryan Humphrey
550,jacobca01,Casey Jacobsen
551,jaricma01,Marko Jarić
552,jeffech01,Chris Jefferies
553,jeffrja01,Jared Jeffries
554,johnske03,Ken Johnson
555,jonesfr01,Fred Jones
556,lamplse01,Sean Lampley
557,maddoti01,Tito Maddox
558,masonro01,Roger Mason
559,mingya01,Yao Ming*
560,murraro01,Ronald Murray
561,nachbbo01,Boštjan Nachbar
562,okurme01,Mehmet Okur
563,owensch01,Chris Owens
564,pargoja01,Jannero Pargo
565,parkesm01,Smush Parker
566,princta01,Tayshaun Prince
567,rakocig01,Igor Rakočević
568,rentzef01,Efthimios Rentzias
569,rigauan01,Antoine Rigaudeau
570,ruckegu01,Guy Rucker
571,rushka01,Kareem Rush
572,salmojo01,John Salmons
573,sampsja01,Jamal Sampson
574,savovpr01,Predrag Savović
575,shirlpa01,Paul Shirley
576,slayta01,Tamar Slay
577,stoudam01,Amar'e Stoudemire
578,trybace01,Cezary Trybański
579,tskitni01,Nikoloz Tskitishvili
580,wagneda02,Dajuan Wagner
581,welscji01,Jiří Welsch
582,wilcoch01,Chris Wilcox
583,wilksmi01,Mike Wilks
584,willibr01,Brandon Williams
585,willifr02,Frank Williams
586,willija03,Jay Williams
587,woodsqy01,Qyntel Woods
588,yarbrvi01,Vincent Yarbrough
589,anthoca01,Carmelo Anthony
590,banksma01,Marcus Banks
591,barbole01,Leandro Barbosa
592,barnema02,Matt Barnes
593,beaslje01,Jerome Beasley
594,belltr01,Troy Bell
595,blakest01,Steve Blake
596,boganke01,Keith Bogans
597,borchcu01,Curtis Borchardt
598,boshch01,Chris Bosh*
599,braggto01,Torraye Braggs
600,cabarza01,Žarko Čabarkapa
601,carroma01,Matt Carroll
602,cartema01,Maurice Carter
603,cookbr01,Brian Cook
604,cookom01,Omar Cook
605,daniema01,Marquis Daniels
606,davisjo02,Josh Davis
607,diawbo01,Boris Diaw
608,dickeka01,Kaniel Dickens
609,duprero01,Ronald Dupree
610,ebind01,Ndudi Ebi
611,elsonfr01,Francisco Elson
612,fergude01,Desmond Ferguson
613,fordtj01,T.J. Ford
614,frahmri01,Richie Frahm
615,fullehi01,Hiram Fuller
616,gainere01,Reece Gaines
617,garcial01,Alex Garcia
618,grantpa01,Paul Grant
619,greenwi01,Willie Green
620,handlbe01,Ben Handlogten
621,hansetr01,Travis Hansen
622,hasleud01,Udonis Haslem
623,hayesja01,Jarvis Hayes
624,healsh01,Shane Heal
625,hinriki01,Kirk Hinrich
626,howarjo01,Josh Howard
627,huntebr01,Brandon Hunter
628,jamesle01,LeBron James
629,johnsbr01,Britton Johnsen
630,johnsli01,Linton Johnson
631,jonesda02,Dahntay Jones
632,jonesja02,James Jones
633,kamanch01,Chris Kaman
634,kaponja01,Jason Kapono
635,korveky01,Kyle Korver
636,lampema01,Maciej Lampe
637,lopezra01,Raül López
638,mcleoke01,Keith McLeod
639,milicda01,Darko Miličić
640,milleol01,Oliver Miller
641,outlatr01,Travis Outlaw
642,pachuza01,Zaza Pachulia
643,pavloal01,Sasha Pavlović
644,penigde01,Desmond Penigar
645,penneki01,Kirk Penney
646,perkike01,Kendrick Perkins
647,pietrmi01,Mickaël Piétrus
648,planizo01,Zoran Planinić
649,ridnolu01,Luke Ridnour
650,smithth01,Theron Smith
651,songada01,Darius Songaila
652,sweetmi01,Mike Sweetney
653,udokaim01,Ime Udoka
654,vranesl01,Slavko Vraneš
655,wadedw01,Dwyane Wade
656,waltolu01,Luke Walton
657,westda01,David West
658,willima01,Mo Williams
659,allento01,Tony Allen
660,araujra01,Rafael Araújo
661,arizatr01,Trevor Ariza
662,bakerma01,Maurice Baker
663,barrean01,Andre Barrett
664,biedran01,Andris Biedriņš
665,bobbito01,Tony Bobbitt
666,bonnema01,Matt Bonner
667,burksan01,Antonio Burks
668,butleja01,Jackie Butler
669,carlige01,Geno Carlisle
670,chalmli01,Lionel Chalmers
671,childjo01,Josh Childress
672,collini01,Nick Collison
673,danieer01,Erik Daniels
674,delfica01,Carlos Delfino
675,denglu01,Luol Deng
676,duhonch01,Chris Duhon
677,edwarco01,Corsley Edwards
678,edwarjo01,John Edwards
679,emmetan01,Andre Emmett
680,florelu01,Luis Flores
681,freijma01,Matt Freije
682,gordobe01,Ben Gordon
683,harride01,Devin Harris
684,harrida01,David Harrison
685,howardw01,Dwight Howard
686,humphkr01,Kris Humphries
687,iguodan01,Andre Iguodala
688,mbengdj01,D.J. Mbenga
689,iveyro01,Royal Ivey
690,jackslu02,Luke Jackson
691,jeffeal01,Al Jefferson
692,jenkiho01,Horace Jenkins
693,jonesma03,Mark Jones
694,kasunma01,Mario Kasun
695,khryavi01,Viktor Khryapa
696,knighbr02,Brandin Knight
697,krstine01,Nenad Krstić
698,kutluib01,Ibo Kutluay
699,livinsh01,Shaun Livingston
700,martike02,Kevin Martin
701,nelsoja01,Jameer Nelson
702,nocioan01,Andrés Nocioni
703,okafoem01,Emeka Okafor
704,podkopa01,Pavel Podkolzin
705,radojal01,Aleksandar Radojević
706,ramospe01,Peter John Ramos
707,reedju01,Justin Reed
708,reineja01,Jared Reiner
709,robinbe01,Bernard Robinson
710,rossqu01,Quinton Ross
711,seungha01,Ha Seung-Jin
712,smithdo04,Donta Smith
713,smithjr01,J.R. Smith
714,smithjo03,Josh Smith
715,snydeki01,Kirk Snyder
716,sowpa01,Pape Sow
717,storeaw01,Awvee Storey
718,swiftro01,Robert Swift
719,tabusyu01,Yuta Tabuse
720,telfase01,Sebastian Telfair
721,thomabi01,Billy Thomas
722,thomaja02,James Thomas
723,thomajo02,John Thomas
724,udrihbe01,Beno Udrih
725,varejan01,Anderson Varejão
726,vromaja01,Jackson Vroman
727,vujacsa01,Sasha Vujačić
728,westde01,Delonte West
729,wilkida02,Damien Wilkins
730,wrighdo01,Dorell Wright
731,ackeral01,Alex Acker
732,anderal01,Alan Anderson
733,andrima01,Martynas Andriuškevičius
734,barroea01,Earl Barron
735,basdeed01,Eddie Basden
736,bassbr01,Brandon Bass
737,batises01,Esteban Batista
738,blatcan01,Andray Blatche
739,bogutan01,Andrew Bogut
740,burleke01,Kevin Burleson
741,bynuman01,Andrew Bynum
742,bynumwi01,Will Bynum
743,caldejo01,José Calderón
744,dienetr01,Travis Diener
745,dioguik01,Ike Diogu
746,ellismo01,Monta Ellis
747,ewingda01,Daniel Ewing
748,felixno01,Noel Felix
749,feltora01,Raymond Felton
750,fitchge01,Gerald Fitch
751,fordsh02,Sharrod Ford
752,fryech01,Channing Frye
753,gaide01,Deng Gai
754,garcifr01,Francisco García
755,gomesry01,Ryan Gomes
756,grahajo01,Joey Graham
757,grahast01,Stephen Graham
758,grangda01,Danny Granger
759,greende01,Devin Green
760,greenge01,Gerald Green
761,greenor01,Orien Greene
762,grundan01,Anthony Grundy
763,hayesch01,Chuck Hayes
764,headlu01,Luther Head
765,hodgeju01,Julius Hodge
766,holcora01,Randy Holcomb
767,jackja01,Jarrett Jack
768,jasiksa01,Šarūnas Jasikevičius
769,johnsam01,Amir Johnson
770,jonesdw02,Dwayne Jones
771,kleizli01,Linas Kleiza
772,korolya01,Yaroslav Korolev
773,leeda02,David Lee
774,lucasjo02,John Lucas III
775,macijar01,Arvydas Macijauskas
776,marshra01,Rawle Marshall
777,maxieja01,Jason Maxiell
778,mayse01,Sean May
779,mccanra01,Rashad McCants
780,milesaa01,Aaron Miles
781,milescj01,C.J. Miles
